Use categories,sub-use,applications,substance name,cas,elemental composition,primary source,secondary source
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Potassium perfluorooctane sulfonate,2795-39-3,C8F17SO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Tetraethylammonium perfluorooctane sulfonate,56773-42-3,C8F17SO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Hexanesulfonic acid, 1-chloro-1,2,2,3,3,4,4,5,5,6,6,6-dodecafluoro-",1651215-29-0,C5F11CFClSO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Octanesulfonic acid, 1-chloro-1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-hexadecafluoro-",165125-26-7,C7F15CFClSO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Pentanesulfonic acid, 1,1,2,2,3,3,5,5,5-nonafluoro-4-oxo-",2254560-25-1,CF3C(O)C3F6SO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,6,6,6-undecafluoro-5-oxo-",2254560-26-2,CF3C(O)C4F8SO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,7,7,7-tridecafluoro-6-oxo-",2254560-27-3,CF3C(O)C5F10SO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,8,8,8-pentadecafluoro-7-oxo-",165215-27-8,CF3C(O)C6F12SO3H,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorohexane sulfonamide,41997-13-1,C6F13SO2NH2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorooctane sulfonamide,754-91-6,C8F17SO2NH2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorooctane sulfonamidoethanol,10116-92-4,C8F17SO2NHCH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluoropropane sulfonamido amine,1513864-23-7,C3F7SO2NHCH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorobutane sulfonamido amine,68555-77-1,C4F9SO2NHCH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluoropentane sulfonamido amine,68555-78-2,C5F11SO2NHCH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorohexane sulfonamido amine,50598-28-2,C6F13SO2NHCH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluoroheptane sulfonamido amine,67584-54-7,C7F15SO2NHCH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorooctane sulfonamido amine,13417-01-1,C8F17SO2NHCH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-N,N,N-trimethyl-",1966131-51-0,C3F7SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-N,N,N-trimethyl-",70225-21-7,C4F9SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl] amino]-N,N,N-trimethyl-",70225-23-9,C5F11SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl) sulfonyl]amino]-N,N,N-trimethyl-",70248-51-0,C6F13SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptyl) sulfonyl]amino]-N,N,N-trimethyl-",70225-19-3,C7F15SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro octyl)sulfonyl]amino]-N,N,N-trimethyl-",70225-25-1,C8F17SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-N,N,N-trimethyl-, iodide (1:1)",67939-95-1,C4F9SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)sulfonyl]amino]-N,N,N-trimethyl-, iodide (1:1)",1652-63-7,C8F17SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-N,N,N-trimethyl-, chloride (1:1)",53518-00-6,C4F9SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoro octyl)sulfonyl]amino]-N,N,N-trimethyl-, chloride (1:1)",38006-74-5,C8F17SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro octyl)sulfonyl]amino]-N,N,N-trimethyl-, bromide (1:1)",73149-44-7,C8F17SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorobutane sulfonamido amine oxide,178094-76-3,C4F9SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluoropentane sulfonamido amine oxide,178094-75-2,C5F11SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorohexane sulfonamido amine oxide,30295-56-8,C6F13SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluoroheptane sulfonamido amine oxide,178094-74-1,C7F15SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorooctane sulfonamido amine oxide,30295-51-3,C8F17SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorononane sulfonamido amine oxide,1513864-26-0,C9F19SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorodecane sulfonamido amine oxide,200636-64-2,C10F21SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Butanaminium, N-(2,3-dihydroxypropyl)-4-hydroxy-N,N-dimethyl-3-[[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-",2089108-83-6,C3F7SO2NHCH(CH2OH)CH2CH2N+(CH3)2CH2CH(OH)CHOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Butanaminium, N-(2,3-dihydroxypropyl)-4-hydroxy-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-",2089108-84-7,C4F9SO2NHCH(CH2OH)CH2CH2N+(CH3)2CH2CH(OH)CHOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Butanaminium, N-(2,3-dihydroxypropyl)-4-hydroxy-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-",2089108-85-8,C5F11SO2NHCH(CH2OH)CH2CH2N+(CH3)2CH2CH(OH)CHOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Butanaminium, N-(2,3-dihydroxypropyl)-4-hydroxy-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-",2089108-86-9,C6F13SO2NHCH(CH2OH)CH2CH2N+(CH3)2CH2CH(OH)CHOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 2-hydroxy-N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-",2089109-04-4,C4F9SO2NHCH2CH(OH)CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 2-hydroxy-N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-",2089109-05-5,C5F11SO2NHCH2CH(OH)CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 2-hydroxy-N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-",2089109-06-6,C6F13SO2NHCH2CH(OH)CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,2-pentafluoroethyl)sulfonyl]amino]-",2089109-07-7,C2F5SO2NHCH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-",2089109-08-8,C3F7SO2NHCH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-",2089109-09-9,C4F9SO2NHCH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-",142519-28-6,C5F11SO2NHCH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-",736877-37-5,C6F13SO2NHCH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptyl)sulfonyl]amino]-",2089109-10-2,C7F15SO2NHCH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)sulfonyl]amino]-N-(2-hydroxyethyl)-N,N-dimethyl-",71864-97-6,C8F17SO2NHCH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,4-nonafluorobutyl) sulfonyl]methylamino]-N,N,N-trimethyl-",2089109-11-3,C4F9SO2N(CH3)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl) sulfonyl]methylamino]-N,N,N-trimethyl-",2089109-12-4,C5F11SO2N(CH3)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl) sulfonyl]methylamino]-N,N,N-trimethyl-",765219-81-6,C6F13SO2N(CH3)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptyl) sulfonyl]methylamino]-N,N,N-trimethyl-",2089109-13-5,C7F15SO2N(CH3)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)sulfonyl]methylamino]-N,N,N-trimethyl-",153968-04-8,C8F17SO2N(CH3)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)sulfonyl]ethylamino]-N,N,N-trimethyl-, bromide (1:1)",331755-01-2,C8F17SO2N(C2H5)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-3-[(2-hydroxyethyl)[(1,1,2,2,2-pentafluoroethyl)sulfonyl]amino]-N,N-dimethyl-",2089108-97-2,C2F5SO2N(CH2CHOH)CH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-3-[(2-hydroxyethyl)[(1,1,2,2,3,3,3-heptafluoroethyl)sulfonyl]amino]-N,N-dimethyl-",2089108-98-3,C3F7SO2N(CH2CHOH)CH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-3-[(2-hydroxyethyl)[(1,1,2,2,3,3, 4,4,4-nonafluorobutyl)sulfonyl]amino]-N,N-dimethyl-",2089108-99-4,C4F9SO2N(CH2CHOH)CH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-3-[(2-hydroxyethyl)[(1,1,2,2,3,3, 4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-N,N-dimethyl-",2089109-00-0,C5F11SO2N(CH2CHOH)CH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-3-[(2-hydroxyethyl)[(1,1,2,2,3,3, 4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-N,N-dimethyl-",2089109-01-1,C6F13SO2N(CH2CHOH)CH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-3-[(2-hydroxyethyl)[(1,1,2,2,3,3, 4,4,5,5,6,6,7,7,7-pentadecafluoroheptyl)sulfonyl]amino]-N,N-dimethyl-",2089109-02-2,C7F15SO2N(CH2CHOH)CH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-hydroxyethyl)-3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)sulfonyl](2-hydroxyethyl)amino]-N,N-dimethyl-",2089109-03-3,C8F17SO2N(CH2CHOH)CH2CH2CH2N+(CH3)2CH2CH2OH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluoropropane sulfonamido betaine,2089109-21-5,C3F7SO2NHCH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorobutane sulfonamido betaine,2089109-22-6,C4F9SO2NHCH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluoropentane sulfonamido betaine,2089109-23-7,C5F11SO2NHCH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),Perfluorohexane sulfonamido betaine,2089109-24-8,C6F13SO2NHCH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-, inner salt",89148-24-3,C3F7SO2NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3, 3,4,4,4-nonafluorobutyl)sulfonyl]amino]-, inner salt",1513864-21-5,C4F9SO2NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3, 3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-, inner salt",1513864-22-6,C5F11SO2NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3, 3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-, inner salt",81190-41-2,C6F13SO2NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3, 3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)sulfonyl]amino]-, inner salt",73469-65-5,C8F17SO2NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"Glycine, N-[3-(dimethylamino)propyl]-N-[(heptadecafluorooctyl)sulfonyl]-, sodium salt",98900-84-6,C8F17SO2N(CH2COOH)C3H6N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"N-[3-(dimethylamino)propyl]-N-[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]-β-Alanine",1513864-20-4,C3F7SO2N(CH2CH2COOH)CH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"N-[3-(Dimethylamino)propyl]-N-[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]-β-alanine",172616-04-5,C4F9SO2N(CH2CH2COOH)CH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"N-[3-(Dimethylamino)propyl]-N-[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]-β-alanine",1383438-83-2,C5F11SO2N(CH2CH2COOH)CH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"N-[3-(Dimethylamino)propyl]-N-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]-β-alanine",141607-32-1,C6F13SO2N(CH2CH2COOH)CH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"N-[3-(Dimethylamino)propyl]-N-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptyl)sulfonyl]-β-alanine",1432486-91-3,C7F15SO2N(CH2CH2COOH)CH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"N-[3-(Dimethylamino)propyl]-N-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)sulfonyl]-β-alanine",1432486-92-4,C8F17SO2N(CH2CH2COOH)CH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"β-Alanine, N-[3-(dimethylamino)propyl]-N-[(tridecafluorohexyl)sulfonyl]-, sodium salt",98900-70-0,C6F13SO2N(CH2CH2COOH)CH2CH2CH2N(CH3)2,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[(2-carboxyethyl)[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-N,N,N-trimethyl-",2089109-14-6,C3F7SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[(2-carboxyethyl)[(1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-N,N,N-trimethyl-",2089109-15-7,C4F9SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[(2-carboxyethyl)[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-N,N,N-trimethyl-",2089109-16-8,C5F11SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, 3-[(2-carboxyethyl)[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-N,N,N-trimethyl-",2089109-17-9,C6F13SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxymethyl)-3-[(2-carboxyethyl)[(1,1,2, 2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-N,N-dimethyl-",-,C4F9SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxymethyl)-3-[(2-carboxyethyl)[(1,1,2, 2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-N,N-dimethyl-",-,C5F11SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxymethyl)-3-[(2-carboxyethyl)[(1,1,2, 2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-N,N-dimethyl-",-,C6F13SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-3-[(2-carboxyethyl)[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-N,N-dimethyl-, inner salt, ion(1-)",1513864-24-8,C3F7SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-3-[(2-carboxyethyl)[(1,1,2, 2,3,3,4,4,4-nonafluorobutyl)sulfonyl]amino]-N,N-dimethyl-, inner salt, ion(1-)",1513864-25-9,C4F9SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-3-[(2-carboxyethyl)[(1,1,2, 2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]-N,N-dimethyl-, inner salt, ion(1-)",1383438-84-3,C5F11SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanaminium, N-(2-carboxyethyl)-3-[(2-carboxyethyl)[(1,1,2, 2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]-N,N-dimethyl-, inner salt, ion(1-)",1383438-85-4,C6F13SO2N(CH2CH2COOH)CH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Firefighting foams,Firefighting foams,Aqueous film-forming foams (AFFF),"1-Propanesulfonic acid, 3-[[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-",2089108-61-0,C3F7SO2NHCH2CH2CH2SO3H,Glüge et al. (2020),
